#,الضابط,الهدف,السؤال,Yes,No,N/A,ملاحظات
5.1,التوعية والتدريب,ضمان الوعي بمتطلبات الحوكمة,هل يوجد برنامج تدريب سنوي شامل على أمن المعلومات؟,☐,☐,☐,
5.2,التوعية والتدريب,ضمان الوعي بمتطلبات الحوكمة,هل يتلقى أعضاء الإدارة العليا تدريباً متخصصاً على مخاطر IT؟,☐,☐,☐,
5.3,التوعية والتدريب,ضمان الوعي بمتطلبات الحوكمة,هل توجد اختبارات Phishing Simulation دورية؟,☐,☐,☐,
5.4,التوعية والتدريب,ضمان الوعي بمتطلبات الحوكمة,هل تُوثّق نسبة المشاركة في التدريب؟,☐,☐,☐,
5.5,التوعية والتدريب,ضمان الوعي بمتطلبات الحوكمة,هل يوجد تتبع للموظفين الذين لم يستوفوا الحد الأدنى للتدريب؟,☐,☐,☐,
6.1,KPIs,قياس أداء IT,هل توجد قائمة معتمدة بـ KPIs لأداء IT؟,☐,☐,☐,
6.2,KPIs,قياس أداء IT,هل تُراجَع تقارير KPI بشكل دوري (ربع سنوي على الأقل)؟,☐,☐,☐,
6.3,KPIs,قياس أداء IT,هل تشمل KPIs مؤشرات الأمن السيبراني وحماية البيانات؟,☐,☐,☐,
6.4,KPIs,قياس أداء IT,هل تُرفَع تقارير KPI للإدارة العليا ومجلس الإدارة؟,☐,☐,☐,
7.1,الامتثال التنظيمي,ضمان الامتثال للمتطلبات,هل توجد خريطة امتثال تنظيمي محدّثة؟,☐,☐,☐,
7.2,الامتثال التنظيمي,ضمان الامتثال للمتطلبات,هل يوجد آلية لمتابعة التشريعات الجديدة (قانون 24/2023، CBJ)؟,☐,☐,☐,
7.3,الامتثال التنظيمي,ضمان الامتثال للمتطلبات,هل تم إجراء تقييم امتثال داخلي حديث؟,☐,☐,☐,
7.4,الامتثال التنظيمي,ضمان الامتثال للمتطلبات,هل توجد خطة معالجة للفجوات المكتشفة مع جدول زمني؟,☐,☐,☐,
7.5,الامتثال التنظيمي,ضمان الامتثال للمتطلبات,هل مخاطر عدم الامتثال مدرجة في سجل المخاطر المؤسسي؟,☐,☐,☐,
8.1,التدقيق الداخلي,استقلالية التدقيق,هل يوجد ميثاق تدقيق داخلي معتمد؟,☐,☐,☐,
8.2,التدقيق الداخلي,استقلالية التدقيق,هل خط إبلاغ التدقيق يصل مباشرة للجنة التدقيق/مجلس الإدارة؟,☐,☐,☐,
8.3,التدقيق الداخلي,استقلالية التدقيق,هل لدائرة التدقيق صلاحية وصول لجميع أنظمة الاتحاد دون قيود؟,☐,☐,☐,
8.4,التدقيق الداخلي,استقلالية التدقيق,هل يوجد خطة تدقيق سنوية توازن بين المخاطر الحرجة؟,☐,☐,☐,
8.5,التدقيق الداخلي,استقلالية التدقيق,هل يتم متابعة تنفيذ توصيات التدقيق السابقة بشكل نظامي؟,☐,☐,☐,
9.1,إدارة الوصول,ضمان وصول مصرح فقط,هل توجد سياسة موثقة لإدارة الوصول (IAM)؟,☐,☐,☐,
9.2,إدارة الوصول,ضمان وصول مصرح فقط,هل يوجد نظام إدارة وصول مركزي (Active Directory/LDAP)؟,☐,☐,☐,
9.3,إدارة الوصول,ضمان وصول مصرح فقط,هل يتم إجراء مراجعة دورية (ربع سنوية) للصلاحيات؟,☐,☐,☐,
9.4,إدارة الوصول,ضمان وصول مصرح فقط,هل يوجد فصل واضح للواجبات في العمليات الحرجة؟,☐,☐,☐,
10.1,التشفير,حماية البيانات الحساسة,هل يتم تشفير جميع البيانات أثناء النقل (TLS/SSL)؟,☐,☐,☐,
10.2,التشفير,حماية البيانات الحساسة,هل يتم تشفير جميع البيانات الحساسة أثناء التخزين؟,☐,☐,☐,
10.3,التشفير,حماية البيانات الحساسة,هل يوجد نظام إدارة مفاتيح تشفيرية مركزي (KMS)؟,☐,☐,☐,
10.4,التشفير,حماية البيانات الحساسة,هل يتم دوران المفاتيح التشفيرية بشكل دوري؟,☐,☐,☐,
11.1,أمن الشبكة,حماية الشبكة من الهجمات,هل توجد جدران نار (Firewalls) معتمدة على المحيط؟,☐,☐,☐,
11.2,أمن الشبكة,حماية الشبكة من الهجمات,هل يوجد نظام كشف الاختراقات (IDS/IPS) مفعّل؟,☐,☐,☐,
11.3,أمن الشبكة,حماية الشبكة من الهجمات,هل يتم استخدام VPN آمن للعمل من بعيد؟,☐,☐,☐,
11.4,أمن الشبكة,حماية الشبكة من الهجمات,هل يتم تحديث قواعد الجدران الناري بشكل دوري؟,☐,☐,☐,
12.1,المراقبة والتسجيل,الكشف السريع عن الحوادث,هل يوجد نظام إدارة معلومات الأمن (SIEM)؟,☐,☐,☐,
12.2,المراقبة والتسجيل,الكشف السريع عن الحوادث,هل يتم تسجيل جميع الأحداث الحرجة دورياً؟,☐,☐,☐,
12.3,المراقبة والتسجيل,الكشف السريع عن الحوادث,هل السجلات محفوظة لمدة 12 شهراً على الأقل؟,☐,☐,☐,
12.4,المراقبة والتسجيل,الكشف السريع عن الحوادث,هل يوجد نظام تنبيهات فوري للأحداث الحرجة؟,☐,☐,☐,
12.5,المراقبة والتسجيل,الكشف السريع عن الحوادث,هل يوجد فريق استجابة في الخدمة (On-Call) للحوادث؟,☐,☐,☐,
13.1,إدارة المخاطر,تحديد والتحكم بالمخاطر,هل يتم إجراء تقييم مخاطر شامل سنوياً؟,☐,☐,☐,
13.2,إدارة المخاطر,تحديد والتحكم بالمخاطر,هل يوجد سجل مخاطر محدّث يتضمن جميع المخاطر الحرجة؟,☐,☐,☐,
13.3,إدارة المخاطر,تحديد والتحكم بالمخاطر,هل يوجد خطة معالجة للمخاطر موثقة مع أصحاب ملكية؟,☐,☐,☐,
13.4,إدارة المخاطر,تحديد والتحكم بالمخاطر,هل يتم مراجعة سجل المخاطر بشكل دوري (ربع سنوي)؟,☐,☐,☐,
14.1,استمرارية العمل,ضمان استمرار العمليات الحرجة,هل توجد خطة BCP معتمدة موثقة؟,☐,☐,☐,
14.2,استمرارية العمل,ضمان استمرار العمليات الحرجة,هل يتم اختبار خطة الكوارث (DRP) سنوياً؟,☐,☐,☐,
14.3,استمرارية العمل,ضمان استمرار العمليات الحرجة,هل يوجد موقع بديل (Hot/Warm/Cold Site)؟,☐,☐,☐,
14.4,استمرارية العمل,ضمان استمرار العمليات الحرجة,هل يتم عمل نسخ احتياطية دورية وآمنة؟,☐,☐,☐,
15.1,حماية البيانات الشخصية,الامتثال لقانون 24/2023,هل يوجد سجل معالجة البيانات الشخصية (DPA Register)؟,☐,☐,☐,
15.2,حماية البيانات الشخصية,الامتثال لقانون 24/2023,هل تم تعيين DPO بموجب المادة 19؟,☐,☐,☐,
15.3,حماية البيانات الشخصية,الامتثال لقانون 24/2023,هل يتم إجراء تقييم تأثير الخصوصية (PIA) للعمليات الحساسة؟,☐,☐,☐,
15.4,حماية البيانات الشخصية,الامتثال لقانون 24/2023,هل يوجد نظام لمعالجة طلبات حقوق الأفراد (وصول، حذف، نقل)؟,☐,☐,☐,
15.5,حماية البيانات الشخصية,الامتثال لقانون 24/2023,هل يتم الإبلاغ عن الانتهاكات في 72 ساعة؟,☐,☐,☐,
16.1,معايير الجودة,الحصول على شهادات معترفة,هل توجد شهادة ISO 27001 صالحة معترفة؟,☐,☐,☐,
16.2,معايير الجودة,الحصول على شهادات معترفة,هل يتم تطبيق معايير COBIT 2019؟,☐,☐,☐,
16.3,معايير الجودة,الحصول على شهادات معترفة,هل يتم إجراء تقييم نضج منتظم؟,☐,☐,☐,
